pkey,Topic_Title,categorytype,notes,active,sdate,mdate,addedby,modedby,thefile,strength,subCategory,link
687,"Full Time Machine Directions",Server-Side,"<p><span style=""color: #333333; font-family: 'Lucida Grande', 'Lucida Sans Unicode', Helvetica, Arial, Verdana, sans-serif; font-size: 12px; line-height: 18px;"">
<div class=""attr HOW_TO"" style=""padding-top: 0px; padding-right: 0px; padding-bottom: 15px; padding-left: 0px; margin: 0px;"">
<div style=""padding: 0px; margin: 0px;"">
<div style=""padding: 0px; margin: 0px;"">
<div style=""padding: 0px; margin: 0px;"">
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;""><strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">Deleting data from a Time Machine backup</strong></p>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;"">To delete all backups of one or more items from a Time Machine backup, follow these steps:</p>
<ol style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 2.2em; list-style-type: decimal; list-style-position: initial; list-style-image: initial; padding: 0px;"">
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Click the Time Machine icon on your Dock to enter the Time Machine restore interface.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Click on the item you would like to delete. Command-click to select multiple items.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Control-click (or right click) the highlighted item(s) and select ""Delete All Backups of..."" from the contextual menu, or select ""Delete all backups of..."" from the Action Item menu.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Authenticate with an administrator password when prompted.</li>
</ol>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;""><strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">Important:</strong>&nbsp;&nbsp;Do not use the Finder to move to the items to the Trash, or to move or delete items in your Time Machine backup repository. The folder containing your Time Machine backup repository is called ""Backups.backupd"" and is located on the external disk or Time Capsule you have chosen in Time Machine preferences.</p>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;""><strong style=""font-weight: bold;"">Mac OS X v10.6: How to transfer your backups from your current hard drive to a new hard drive<br /></strong></p>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;"">If you upgrade to a new hard drive with a larger capacity, you may want to transfer your existing Time Machine backups to it before using it for regular backups.&nbsp; To keep your existing backups on your new, larger backup hard drive, follow these steps:</p>
<ol style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 2.2em; list-style-type: decimal; list-style-position: initial; list-style-image: initial; padding: 0px;"">
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Connect your new hard drive.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">In Disk Utility, make sure it has a GUID partition and is formatted as Mac OS Extended (Journaled).&nbsp; If needed, reformat the drive as Mac OS&nbsp;Extended with a GUID&nbsp;partition. If you do not know how, see the steps in&nbsp;<a href=""http://support.apple.com/kb/TS1600"">this article</a>.&nbsp;&nbsp;<strong style=""font-weight: bold;"">Note:</strong>&nbsp;Back up any data on the hard drive before you format it.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Select the new drive's icon on the desktop and choose&nbsp;<strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">Get Info</strong>&nbsp;from the&nbsp;<strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">File</strong>&nbsp;menu.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Make sure ""Ignore ownership on this volume"" is not enabled.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Open Time Machine preferences in System Preferences.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Slide the Time Machine switch to Off.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">In Finder, double-click the current backup hard drive to open its Finder window.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Drag the folder ""Backups.backupd"" to the new hard drive.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Enter an administrator user name and password, then click OK to start the copying process.&nbsp; This may take some time to complete because all your backups will be copied.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">In Time Machine System Preferences click ""Select Disk&hellip;""</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Select your new hard drive, then click ""Use for Backup.""</li>
</ol>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;"">Now, on your new hard drive, you will have all of your existing backups from the previous backup hard drive plus have more room for more new backups.&nbsp;</p>
</div>
</div>
</div>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;""><strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">Time Capsule, Mac OS X v10.6.3 or later: How to transfer your back up from an existing Time Capsule to a new one</strong></p>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;"">For this process, you should leave your computer in the same room as the Time Capsules, or use one Ethernet cable to connect your Mac to the Ethernet port on the existing Time Capsule, then use another Ethernet cable to connect from the existing Time Capsule to the new Time Capsule.</p>
<ol style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 2.2em; list-style-type: decimal; list-style-position: initial; list-style-image: initial; padding: 0px;"">
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Configure your Time Capsule for your network. See the documentation that came with your Time Capsule for information about setting it up on your network.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Open Time Machine preferences in System Preferences.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Slide the Time Machine switch to Off.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Open a Finder window.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Locate both Time Capsules listed in the SHARED section of the navigation pane on the left of the Finder window.&nbsp;&nbsp;<strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">Note</strong>:&nbsp;If you do not see your Time Capsules in that section, choose Preferences from the Finder menu and make sure ""Connected servers"" is checked under SHARED.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Select the name of the new Time Capsule in the navigation pane. The default name is ""Time Capsule&nbsp;<em style=""font-size: 1em; font-weight: normal; font-style: italic;"">xxxxxx</em>"", with&nbsp;<em style=""font-size: 1em; font-weight: normal; font-style: italic;"">xxxxxx</em>&nbsp;being the last digits of the ID printed on the bottom of the Time Capsule.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Mount the volume by double-clicking the name of the volume in the Finder window's main section. The default drive name is ""Data"".</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Open a new Finder window by pressing Command-N, or by choosing&nbsp;<strong style=""font-size: 1em; font-weight: bold; font-style: normal;"">File &gt; New Finder Window</strong>.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Repeat the previous 2 steps with the other Time Capsule, to mount it.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Drag your backup disk image from the current Time Capsule to the new Time Capsule. This can take some time to complete because your entire backup will be copied.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Open Time Machine preferences in System Preferences.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Click ""Select Disk..."", then select your new Time Capsule.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Perform a Time Machine back up.</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">After the back up, you can remove the Ethernet cables if desired and configure your wireless network to your liking.<br />&nbsp;</li>
</ol>
<h4 class=""collapse"" style=""margin-top: 10px; margin-right: 0px; margin-bottom: 4px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 20px; font-size: 14px; font-weight: bold; font-style: normal; line-height: 18px; background-image: url(http://images.apple.com/support/main/elements/grayarrow.gif); background-attachment: initial; background-origin: initial; background-clip: initial; background-color: initial; background-position: 0px 3px; background-repeat: no-repeat no-repeat;""><a href=""http://support.apple.com/kb/ht1427"">Restoring data from an unavailable disk (when multiple disks are used)</a></h4>
</div>
<div class=""attr ADDITIONAL_INFORMATION"" style=""padding-top: 0px; padding-right: 0px; padding-bottom: 15px; padding-left: 0px; margin: 0px;"">
<h2 style=""margin-top: 0px; margin-right: 0px; margin-bottom: 4px; margin-left: 0px; font-size: 14px; font-weight: bold; font-style: normal; line-height: 18px; padding: 0px;"">Additional Information</h2>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;""><strong style=""font-weight: bold;"">Backup disk fills up</strong></p>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;"">As your backup disk begins to fill up to its capacity, Time Machine intelligently deletes the oldest backups to make room for newer ones (and will alert you if the ""Warn when old backups are deleted"" option is selected in Time Machine preferences).</p>
<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 18px; margin-left: 0px; padding: 0px;"">If your backup disk is filling up often causing your oldest available backups to be erased sooner than you might want, consider the following options:</p>
<ul style=""margin-top: 4px; margin-right: 0px; margin-bottom: 5px; margin-left: 2em; list-style-type: square; list-style-position: outside; list-style-image: initial; padding: 0px;"">
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Use an additional disk for your backups or transfer your backups to a new, larger disk as detailed above. When you connect a new disk for the first time, use Time Machine preferences to select the disk.&nbsp;&nbsp;<strong style=""font-weight: bold;"">Tip:</strong>&nbsp;You can also browse the original backup disk for past backups by using ""Browse other Time Machine Disks""--to see this choice, hold the Option key then click the Time Machine menu in the Finder (to see the menu, ""Show Time Machine status in the menu bar"" must be selected in Time Machine preferences.<br />&nbsp;</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Reduce the amount of information being backed up by adding to the ""Do not back up"" list in Time Machine preferences, as mentioned above. Your backup disk will fill up less often.<br />&nbsp;</li>
<li style=""padding-top: 0px; padding-right: 0px; padding-bottom: 10px; padding-left: 0px; margin: 0px;"">Delete file(s) that are no longer needed (such as from your desktop, Documents folder, or other Home folder locations), so they will no longer be backed up.&nbsp; You can also enter the Time Machine restore interface and find files that can be removed from the backup disk itself to conserve space. To do this, select the file(s) and from the Action pop-up menu (gear icon) in the Time Machine Finder window choose ""Delete All Backups of..."". Be sure to only delete files you are sure you won't need or want to restore later.</li>
</ul>
</div>
</span></p>",1,"2011-07-27 21:58:33","2011-07-27 21:58:33",shawn,shawn,NULL,4,"Apple Macintosh",http://support.apple.com/kb/ht1427
689,"Online Font Converter",Client-Side,"<p>ttf woff eot</p>
<p>&nbsp;</p>
<p>The website associated with this entry, is a great website for converting one font into a crossbrowser usable font.</p>",1,"2011-08-06 10:20:21","2011-08-06 10:20:21",shawn,shawn,NULL,4,CSS,www.fontsquirrel.com
690,"Sync Safari via Dropbox",Server-Side,"<p>&nbsp;</p>
<p>See also: http://dancameron.org/general/sync-safari-bookmarks-and-history-with-dropbox</p>
<p class=""line874"" style=""font-size: 9pt; color: #444444;"">1. Move the folder ~/Library/Safari into your Dropbox<span class=""anchor""></span><span class=""anchor""></span></p>
<p class=""line874"" style=""font-size: 9pt; color: #444444;"">2. Make a symbolic link from the old location to the new Dropbox location. You can either use the terminal and type<span class=""anchor""></span><span class=""anchor""></span></p>
<ul>
<li style=""list-style-type: none;"">ln -s ~/Dropbox/Safari/ ~/Library/Safari</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,"2011-08-08 12:47:01","2011-10-19 12:50:33",shawn,shawn,NULL,4,"Apple Macintosh",http://wiki.dropbox.com/TipsAndTricks/SyncSafariBookmarks
691,"How to Create Symbolic links on Mac in Terminal",Server-Side,"<p>Open Terminal &gt; Type in :&nbsp;<span style=""color: #444444; font-family: 'Segoe UI', Tahoma, Helvetica, 'trebuchet ms', arial, 'sans serif'; font-size: 12px;"">ln -s ~/Dropbox/Safari/ ~/Library/Safari</span></p>
<p>In Example Notation : Open Terminal &gt; Type in : ln -s Path-to-a-Real-Folder Path-to-Symbolic-Folder</p>",1,"2011-08-08 12:48:09","2011-08-08 12:48:09",shawn,shawn,NULL,3,"Apple Macintosh",NULL
692,"Delete Repositories",Server-Side,"<p>&nbsp;</p>
<ol>
<li>Shutdown Collabnet (do not only stop services using the web based admin stop button)</li>
<li>services &gt; Goto csvn root folder (typically:c:\program files\csvn\data)</li>
<li>Edit the file :&nbsp;csvn-production-hsqldb.script &gt; look for the name of your repository to delete and remove the line containing reference to it</li>
<li>save and close the opened file</li>
<li>open the child directory within csvn data root folder called ""repositories""</li>
<li>delete the child folder that is the name of the repository to delete</li>
<li>start csvn services back up</li>
</ol>
<p>&nbsp;</p>",1,"2011-08-08 15:45:37","2011-09-28 12:23:58",shawn,shawn,NULL,3,Collabnet,NULL
693,"Repair Apache2 on Snow Leopard Server",Server-Side,NULL,1,"2011-08-16 09:35:03","2011-08-16 09:35:03",shawn,shawn,NULL,3,Apache,http://stackoverflow.com/questions/791066/how-do-i-restore-apache-and-php-to-leopard-defaults
694,"iCal Mail Server Flat File Location",Server-Side,"<p>For Snow Leopard : /Library/CalendarServer/Documents/</p>
<p>http://docs.info.apple.com/article.html?path=ServerAdmin/10.6/en/cs4d72a7bd.html</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>For Lion Server : ?</p>",1,"2011-08-18 13:41:09","2011-08-18 13:54:44",shawn,shawn,NULL,3,"Apple Macintosh",NULL
695,"querySelector XPATH jQuery (Inside Knowledge)",Client-Side,"<p>In Safari (or the iPhone), querySelector and querySelectorAll are much faster than XPath. IE doesn't support XPath at all, and IE6 and IE7 don't support querySelector. The fastest cross-browser selector engine is Sizzle, created by John Resig. Sizzle is also the main selector engine used in jQuery. It uses querySelector where appropriate and normal DOM methods where querySelector is unavailable.</p>",1,"2011-09-10 11:56:15","2011-09-10 11:57:18",shawn,shawn,NULL,3,JavaScript,http://stackoverflow.com/questions/1063306/xpath-or-queryselector
696,"Hosts File : C:\WINDOWS\system32\drivers\etc",Server-Side,<p>C:\WINDOWS\system32\drivers\etc</p>,1,"2011-10-04 15:57:07","2011-10-04 15:57:07",shawn,shawn,NULL,3,Windows,NULL
697,"Reconfig Query Threshhold",Server-Side,"<p>sp_configure 'show advanced options', 1<br />GO<br />RECONFIGURE<br />GO<br />sp_configure 'query governor cost limit', 900<br />GO<br />RECONFIGURE<br />GO</p>",1,"2011-10-07 09:55:09","2011-10-07 09:55:09",shawn,shawn,NULL,3,"MS SQL",http://msdn.microsoft.com/en-us/library/aa196706%28v=sql.80%29.aspx
698,"cfGridRow Data Containing Delimiter",Server-Side,"<p>When using cfGrid with cfGridRow, data must be specified with a delimiter. If a value contains the delimiter, their seems to be know way to escape it. Only trick known for HTML output of a cfGrid, is to replace any value containing a comma with: &amp;#44;</p>",1,"2011-10-13 16:05:08","2011-10-13 16:05:08",shawn,shawn,NULL,3,ColdFusion,NULL
699,"Flush DSN using cmd Command Prompt",Server-Side,"ipconfig /flushdns",1,"2011-10-25 17:07:28","2011-10-25 17:07:28",shawn,shawn,NULL,4,Windows,http://technet.microsoft.com/en-us/library/cc781949(WS.10).aspx
700,"Setup SQL Database Mail",Server-Side,"<p><span style=""text-decoration: underline;""><strong>Problem</strong></span><br />Many things have changed with SQL Server  2005 and one of these changes is the replacement of SQL Mail with  Database Mail.&nbsp; This is a good thing, because SQL Mail relied on having a  MAPI mail client installed such as Outlook in order for it to work.&nbsp;  With SQL Server 2005, this has changed and now the mail services use an  SMTP server to send out emails which makes it a whole lot easier to  setup and maintain.&nbsp; So how do you setup Database Mail?</p>
<p><span style=""text-decoration: underline;""><strong>Solution</strong></span><br />There are two ways that you can setup  Database Mail, either by using the stored procedures that are included  with SQL Server 2005 or by using SQL Server Management Studio.&nbsp; For this  exercise we will walk through how to setup Database Mail by using the  GUI.</p>
<p>To setup Database Mail, connect to your server and expand the  Management node of the tree and then right click on ""Database Mail"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_maila.gif"" border=""0"" /></p>
<p>Then select ""Configure Database Mail' and you will get the following welcome screen and the click ""Next"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mailb.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>The following screen will appear and select ""Set up Database Mail by performing..."" and click ""Next"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail1.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>If Database Mail has not been enabled, you will get this following  screen. Just click ""Yes"" to enable it.&nbsp; If it has already been enabled  this screen will not appear.</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail2.gif"" border=""0"" width=""611"" height=""131"" /></p>
<p>Enter in a name for the Profile and also a description and click ""Add...""</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail2a.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>The following screen will appear.&nbsp; Fill out the details for your mail  account that will be used to send out email from SQL Server.&nbsp; When you  are done click ""OK"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail5.gif"" border=""0"" width=""589"" height=""508"" /></p>
<p>After you click ""OK"" you will be brought back to this screen and the  SMTP details will now show for the account you just setup.&nbsp; Click ""Next""  to continue.</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail6.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>On the next screen you will see the name of the profile that you just  setup.&nbsp; Click on the checkbox to allow this to be a Public profile and  also select ""Yes"" for the default profile and then click ""Next"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail7.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>The following screen has some additional parameters that can be set  to control how mail is sent.&nbsp; You can make changes or leave the  defaults.&nbsp; When you are done click ""Next"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail7a.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>A summary screen will appear that shows you all of the options that  were selected.&nbsp; If everything is correct click ""Finish"" or click ""Back""  to go back and make changes.</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail10.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>When you click ""'Finish"" the next screen will appear that shows you  the status of installing Database Mail. When this has finished just  click ""Close"" to close this screen.</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail9.gif"" border=""0"" width=""666"" height=""580"" /></p>
<p>To test Database Mail, right click on Database Mail and select ""Send Test E-Mail"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_maila.gif"" border=""0"" /></p>
<p>Fill in a ""To:"" email address and change the body of the email if you want and then click ""Send Test E-Mail"".</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail11.gif"" border=""0"" width=""476"" height=""289"" /></p>
<p>After you have sent the email you will get this message box to  confirm if the email was received or not.&nbsp; If it was you can click ""OK""  to close the screen or click ""Troubleshoot"" which will launch the help  information to see what the issue may be and how it can be resolved.</p>
<p><img src=""http://www.mssqltips.com/tipimages/1100_mail12.gif"" border=""0"" width=""404"" height=""283"" /></p>
<p>That's all there is to it.&nbsp; As I mentioned before this can also be  setup by using stored procedures. To look at this approach take a look  at this article <a href=""http://www.databasejournal.com/features/mssql/article.php/3626056"" target=""_blank"">Database Mail in SQL Server 2005</a>.</p>
<p><span style=""text-decoration: underline;""><strong>Next Steps</strong></span></p>
<ul>
<li>Setting up Database Mail is not that complicated and it is much  easier then SQL Mail. Take the time to see how this new approach to mail  can work in your environment </li>
<li>After you setup Database Mail don't forget to setup your operators, alerts and SQL Agent alert settings</li>
</ul>
<p><br /> Last Update: 11/9/2006</p>",1,"2011-11-02 10:39:46","2011-11-02 10:39:46",shawn,shawn,NULL,4,"MS SQL",http://www.mssqltips.com/sqlservertip/1100/setting-up-database-mail-for-sql-2005/
